time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],ppt[unit="mm"]
2004-01-01T00:00:00Z,-16.73,-43.87,1857.0
2004-02-01T00:00:00Z,-16.73,-43.87,3331.0
2004-03-01T00:00:00Z,-16.73,-43.87,1981.0
2004-04-01T00:00:00Z,-16.73,-43.87,729.0
2004-05-01T00:00:00Z,-16.73,-43.87,56.0
2004-06-01T00:00:00Z,-16.73,-43.87,228.0
2004-07-01T00:00:00Z,-16.73,-43.87,231.0
2004-08-01T00:00:00Z,-16.73,-43.87,0.0
2004-09-01T00:00:00Z,-16.73,-43.87,0.0
2004-10-01T00:00:00Z,-16.73,-43.87,287.0
2004-11-01T00:00:00Z,-16.73,-43.87,1038.0
2004-12-01T00:00:00Z,-16.73,-43.87,2967.0
